,instance_name,task_name,job_name,task_type,status,start_time,end_time,machine_id,seq_no,total_seq_no,cpu_avg,cpu_max,mem_avg,mem_max
990,ins_798367993,J8_4_7,j_218745,1,Terminated,284585,284897,m_3767,1,1,60.0,108.0,0.5,0.73
993,ins_419271556,J8_4_7,j_218745,1,Terminated,284590,284905,m_253,1,1,59.0,106.0,0.51,0.73
996,ins_334307047,J8_4_7,j_218745,1,Terminated,284587,284888,m_1867,1,1,68.0,95.0,0.49,0.73
997,ins_1091539074,J8_4_7,j_218745,1,Terminated,284585,284944,m_3535,1,1,56.0,100.0,0.5,0.73
1001,ins_1180814588,J8_4_7,j_218745,1,Terminated,284585,284957,m_1389,1,1,53.0,99.0,0.49,0.73
1004,ins_571734539,J8_4_7,j_218745,1,Terminated,284585,284877,m_3400,1,1,69.0,102.0,0.5,0.73
1012,ins_328323647,J8_4_7,j_218745,1,Terminated,284591,284953,m_3903,1,1,55.0,96.0,0.48,0.73
1021,ins_871205631,J8_4_7,j_218745,1,Terminated,284591,284977,m_536,1,1,54.0,93.0,0.51,0.73
1023,ins_880789406,J8_4_7,j_218745,1,Terminated,284587,284856,m_301,1,1,70.0,109.0,0.51,0.73
1036,ins_1313952056,J8_4_7,j_218745,1,Terminated,284592,284887,m_1141,1,1,63.0,120.0,0.51,0.73
1038,ins_83757712,J8_4_7,j_218745,1,Terminated,284585,284947,m_1867,1,1,56.0,93.0,0.5,0.73
1040,ins_2426339,J8_4_7,j_218745,1,Terminated,284591,284980,m_1687,1,1,51.0,103.0,0.48,0.73
1041,ins_146961289,J8_4_7,j_218745,1,Terminated,284592,284886,m_2445,1,1,67.0,104.0,0.49,0.73
1045,ins_799443942,J8_4_7,j_218745,1,Terminated,284586,284901,m_381,1,1,60.0,111.0,0.49,0.73
1052,ins_74166060,J8_4_7,j_218745,1,Terminated,284590,284856,m_3473,1,1,74.0,103.0,0.49,0.73
1057,ins_581927075,J8_4_7,j_218745,1,Terminated,284586,284860,m_1108,1,1,71.0,112.0,0.49,0.73
1060,ins_335390248,J8_4_7,j_218745,1,Terminated,284586,284936,m_2410,1,1,58.0,98.0,0.51,0.73
1063,ins_589674046,J8_4_7,j_218745,1,Terminated,284589,284899,m_838,1,1,63.0,98.0,0.49,0.73
1070,ins_1033846739,J8_4_7,j_218745,1,Terminated,284584,284813,m_2472,1,1,83.0,109.0,0.47,0.73
1075,ins_282485860,J8_4_7,j_218745,1,Terminated,284588,284892,m_2208,1,1,67.0,102.0,0.49,0.73
1078,ins_1315000054,J8_4_7,j_218745,1,Terminated,284588,284868,m_3686,1,1,73.0,96.0,0.48,0.73
1080,ins_409084654,J8_4_7,j_218745,1,Terminated,284587,284959,m_2322,1,1,53.0,103.0,0.46,0.73
1081,ins_264019972,J8_4_7,j_218745,1,Terminated,284590,284957,m_2836,1,1,56.0,93.0,0.51,0.74
1098,ins_1044038956,J8_4_7,j_218745,1,Terminated,284586,284909,m_904,1,1,59.0,107.0,0.51,0.73
1105,ins_316597989,J8_4_7,j_218745,1,Terminated,284587,284818,m_291,1,1,80.0,108.0,0.47,0.73
1106,ins_1324599616,J8_4_7,j_218745,1,Terminated,284585,284851,m_2157,1,1,75.0,104.0,0.48,0.73
1117,ins_500608451,J8_4_7,j_218745,1,Terminated,284588,284866,m_3652,1,1,73.0,108.0,0.48,0.74
1118,ins_399559376,J8_4_7,j_218745,1,Terminated,284585,284924,m_3655,1,1,58.0,102.0,0.51,0.73
1120,ins_409084815,J8_4_7,j_218745,1,Terminated,284588,284928,m_3429,1,1,58.0,98.0,0.49,0.73
1121,ins_146655308,J8_4_7,j_218745,1,Terminated,284586,284909,m_3053,1,1,61.0,102.0,0.48,0.73
1126,ins_579400153,J8_4_7,j_218745,1,Terminated,284586,284902,m_3559,1,1,62.0,102.0,0.51,0.73
1132,ins_135077567,J8_4_7,j_218745,1,Terminated,284589,284842,m_3099,1,1,76.0,108.0,0.48,0.73
1133,ins_881386985,J8_4_7,j_218745,1,Terminated,284589,284924,m_2453,1,1,61.0,98.0,0.5,0.73
1141,ins_182673633,J8_4_7,j_218745,1,Terminated,284588,284948,m_1253,1,1,57.0,102.0,0.49,0.73
1146,ins_165632800,J8_4_7,j_218745,1,Terminated,284591,284874,m_2841,1,1,68.0,100.0,0.5,0.73
1153,ins_989606117,J8_4_7,j_218745,1,Terminated,284584,284911,m_1814,1,1,60.0,105.0,0.49,0.73
1157,ins_1332259422,J8_4_7,j_218745,1,Terminated,284592,284952,m_859,1,1,54.0,101.0,0.5,0.73
1169,ins_936764934,J8_4_7,j_218745,1,Terminated,284587,284820,m_1490,1,1,82.0,106.0,0.46,0.73
1172,ins_1180813951,J8_4_7,j_218745,1,Terminated,284589,285002,m_1005,1,1,50.0,100.0,0.48,0.73
1179,ins_416741173,J8_4_7,j_218745,1,Terminated,284584,284834,m_2313,1,1,78.0,110.0,0.49,0.73
1182,ins_952523740,J8_4_7,j_218745,1,Terminated,284590,284879,m_3554,1,1,63.0,111.0,0.5,0.73
1186,ins_508360851,J8_4_7,j_218745,1,Terminated,284585,284870,m_384,1,1,70.0,102.0,0.48,0.73
1189,ins_84276898,J8_4_7,j_218745,1,Terminated,284586,284914,m_3516,1,1,60.0,102.0,0.5,0.73
1195,ins_491799387,J8_4_7,j_218745,1,Terminated,284588,284881,m_578,1,1,69.0,104.0,0.48,0.73
1200,ins_1005981390,J8_4_7,j_218745,1,Terminated,284588,284872,m_1405,1,1,71.0,99.0,0.48,0.73
1204,ins_789857154,J8_4_7,j_218745,1,Terminated,284587,284907,m_558,1,1,60.0,103.0,0.5,0.73
1208,ins_1115198793,J8_4_7,j_218745,1,Terminated,284592,284881,m_2197,1,1,70.0,101.0,0.49,0.73
1214,ins_1161922342,J8_4_7,j_218745,1,Terminated,284584,284883,m_262,1,1,61.0,107.0,0.47,0.73
1216,ins_337918030,J8_4_7,j_218745,1,Terminated,284585,284966,m_2887,1,1,54.0,96.0,0.5,0.73
1217,ins_871205560,J8_4_7,j_218745,1,Terminated,284587,284872,m_2287,1,1,71.0,101.0,0.49,0.73
1218,ins_1206157890,J8_4_7,j_218745,1,Terminated,284588,284829,m_701,1,1,81.0,111.0,0.49,0.74
1229,ins_512892245,J8_4_7,j_218745,1,Terminated,284586,284900,m_2795,1,1,61.0,103.0,0.49,0.73
1234,ins_507679416,J8_4_7,j_218745,1,Terminated,284590,284955,m_1234,1,1,56.0,94.0,0.5,0.73
1235,ins_409084958,J8_4_7,j_218745,1,Terminated,284588,284852,m_760,1,1,70.0,107.0,0.5,0.73
1236,ins_924650934,J8_4_7,j_218745,1,Terminated,284590,284900,m_926,1,1,66.0,102.0,0.5,0.73
1252,ins_680629729,J8_4_7,j_218745,1,Terminated,284590,284937,m_1119,1,1,58.0,98.0,0.51,0.73
1254,ins_507679337,J8_4_7,j_218745,1,Terminated,284590,284922,m_2404,1,1,61.0,99.0,0.51,0.73
1256,ins_855438536,J8_4_7,j_218745,1,Terminated,284591,284963,m_3881,1,1,56.0,97.0,0.51,0.74
1259,ins_1206157809,J8_4_7,j_218745,1,Terminated,284587,284868,m_3869,1,1,72.0,108.0,0.48,0.73
1264,ins_410980696,J8_4_7,j_218745,1,Terminated,284585,284905,m_2784,1,1,57.0,109.0,0.51,0.73
1268,ins_1070945137,J8_4_7,j_218745,1,Terminated,284585,284852,m_3380,1,1,73.0,102.0,0.48,0.73
1270,ins_879190466,J8_4_7,j_218745,1,Terminated,284591,284829,m_1453,1,1,78.0,110.0,0.48,0.73
1273,ins_980874300,J8_4_7,j_218745,1,Terminated,284592,284929,m_1302,1,1,60.0,99.0,0.49,0.73
1280,ins_12532062,J8_4_7,j_218745,1,Terminated,284591,284902,m_1281,1,1,64.0,101.0,0.5,0.73
1294,ins_155526844,J8_4_7,j_218745,1,Terminated,284586,284902,m_120,1,1,65.0,94.0,0.48,0.73
1299,ins_1091620029,J8_4_7,j_218745,1,Terminated,284588,284914,m_338,1,1,59.0,104.0,0.5,0.73
1300,ins_490421431,J8_4_7,j_218745,1,Terminated,284586,284872,m_3327,1,1,67.0,109.0,0.5,0.73
1303,ins_1179183531,J8_4_7,j_218745,1,Terminated,284586,284901,m_3677,1,1,63.0,111.0,0.5,0.73
1304,ins_708534177,J8_4_7,j_218745,1,Terminated,284586,284942,m_2822,1,1,57.0,96.0,0.5,0.73
1311,ins_579399392,J8_4_7,j_218745,1,Terminated,284585,284860,m_1561,1,1,70.0,108.0,0.49,0.73
1315,ins_1043445334,J8_4_7,j_218745,1,Terminated,284591,284877,m_2881,1,1,71.0,98.0,0.48,0.73
1316,ins_491018404,J8_4_7,j_218745,1,Terminated,284587,284938,m_2195,1,1,57.0,105.0,0.5,0.73
1319,ins_718716480,J8_4_7,j_218745,1,Terminated,284590,284981,m_757,1,1,54.0,93.0,0.47,0.73
1323,ins_1306254492,J8_4_7,j_218745,1,Terminated,284590,284969,m_1552,1,1,55.0,100.0,0.5,0.73
1342,ins_553662239,J8_4_7,j_218745,1,Terminated,284592,284893,m_2773,1,1,61.0,105.0,0.49,0.73
1350,ins_282110785,J8_4_7,j_218745,1,Terminated,284586,284937,m_1018,1,1,56.0,103.0,0.5,0.73
1358,ins_373947840,J8_4_7,j_218745,1,Terminated,284587,284854,m_3717,1,1,74.0,116.0,0.51,0.73
1362,ins_855438781,J8_4_7,j_218745,1,Terminated,284584,284908,m_1983,1,1,61.0,107.0,0.5,0.74
1363,ins_337918493,J8_4_7,j_218745,1,Terminated,284585,284833,m_512,1,1,78.0,107.0,0.48,0.73
1367,ins_416741458,J8_4_7,j_218745,1,Terminated,284588,284867,m_805,1,1,72.0,105.0,0.49,0.73
1368,ins_316598761,J8_4_7,j_218745,1,Terminated,284589,285028,m_310,1,1,48.0,93.0,0.48,0.73
1369,ins_962098793,J8_4_7,j_218745,1,Terminated,284585,284834,m_3437,1,1,78.0,104.0,0.48,0.73
